,0,1,2,3,4,5,6,7,8,9,10
26,DependentsOther,DependentChildren,C(Gender),C(PartTimeFullTime),0,0,0,0,0,0,DependentsOther+DependentChildren+C(Gender)+C(PartTimeFullTime)+0+0+0+0+0+0
27,DependentsOther,DependentChildren,C(MaritalStatus),,0,0,0,0,0,0,DependentsOther+DependentChildren+C(MaritalStatus)++0+0+0+0+0+0
28,DependentsOther,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),0,0,0,0,0,0,DependentsOther+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)+0+0+0+0+0+0
29,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),0,0,0,0,0,0,DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+0+0+0+0+0+0
30,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,0,DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0+0
31,WeeklyWages,,,,,0,0,0,0,0,WeeklyWages+++++0+0+0+0+0
32,WeeklyWages,C(PartTimeFullTime),,,,0,0,0,0,0,WeeklyWages+C(PartTimeFullTime)++++0+0+0+0+0
33,WeeklyWages,C(Gender),,,,0,0,0,0,0,WeeklyWages+C(Gender)++++0+0+0+0+0
34,WeeklyWages,C(Gender),C(PartTimeFullTime),,,0,0,0,0,0,WeeklyWages+C(Gender)+C(PartTimeFullTime)+++0+0+0+0+0
35,WeeklyWages,C(MaritalStatus),,,,0,0,0,0,0,WeeklyWages+C(MaritalStatus)++++0+0+0+0+0
36,WeeklyWages,C(MaritalStatus),C(PartTimeFullTime),,,0,0,0,0,0,WeeklyWages+C(MaritalStatus)+C(PartTimeFullTime)+++0+0+0+0+0
37,WeeklyWages,C(MaritalStatus),C(Gender),,,0,0,0,0,0,WeeklyWages+C(MaritalStatus)+C(Gender)+++0+0+0+0+0
38,WeeklyWages,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)++0+0+0+0+0
39,WeeklyWages,DependentChildren,,,,0,0,0,0,0,WeeklyWages+DependentChildren++++0+0+0+0+0
40,WeeklyWages,DependentChildren,C(PartTimeFullTime),,,0,0,0,0,0,WeeklyWages+DependentChildren+C(PartTimeFullTime)+++0+0+0+0+0
41,WeeklyWages,DependentChildren,C(Gender),,,0,0,0,0,0,WeeklyWages+DependentChildren+C(Gender)+++0+0+0+0+0
42,WeeklyWages,DependentChildren,C(Gender),C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+DependentChildren+C(Gender)+C(PartTimeFullTime)++0+0+0+0+0
43,WeeklyWages,DependentChildren,C(MaritalStatus),,,0,0,0,0,0,WeeklyWages+DependentChildren+C(MaritalStatus)+++0+0+0+0+0
44,WeeklyWages,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)++0+0+0+0+0
45,WeeklyWages,DependentChildren,C(MaritalStatus),C(Gender),,0,0,0,0,0,WeeklyWages+DependentChildren+C(MaritalStatus)+C(Gender)++0+0+0+0+0
46,WeeklyWages,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,0,WeeklyWages+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0+0
47,WeeklyWages,DependentsOther,,,,0,0,0,0,0,WeeklyWages+DependentsOther++++0+0+0+0+0
48,WeeklyWages,DependentsOther,C(PartTimeFullTime),,,0,0,0,0,0,WeeklyWages+DependentsOther+C(PartTimeFullTime)+++0+0+0+0+0
49,WeeklyWages,DependentsOther,C(Gender),,,0,0,0,0,0,WeeklyWages+DependentsOther+C(Gender)+++0+0+0+0+0
50,WeeklyWages,DependentsOther,C(Gender),C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+DependentsOther+C(Gender)+C(PartTimeFullTime)++0+0+0+0+0
51,WeeklyWages,DependentsOther,C(MaritalStatus),,,0,0,0,0,0,WeeklyWages+DependentsOther+C(MaritalStatus)+++0+0+0+0+0
52,WeeklyWages,DependentsOther,C(MaritalStatus),C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+DependentsOther+C(MaritalStatus)+C(PartTimeFullTime)++0+0+0+0+0
53,WeeklyWages,DependentsOther,C(MaritalStatus),C(Gender),,0,0,0,0,0,WeeklyWages+DependentsOther+C(MaritalStatus)+C(Gender)++0+0+0+0+0
54,WeeklyWages,DependentsOther,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,0,WeeklyWages+DependentsOther+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0+0
55,WeeklyWages,DependentsOther,DependentChildren,,,0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+++0+0+0+0+0
56,WeeklyWages,DependentsOther,DependentChildren,C(PartTimeFullTime),,0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(PartTimeFullTime)++0+0+0+0+0
57,WeeklyWages,DependentsOther,DependentChildren,C(Gender),,0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(Gender)++0+0+0+0+0
58,WeeklyWages,DependentsOther,DependentChildren,C(Gender),C(PartTimeFullTime),0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(Gender)+C(PartTimeFullTime)+0+0+0+0+0
59,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),,0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)++0+0+0+0+0
60,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)+0+0+0+0+0
61,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),0,0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+0+0+0+0+0
62,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0
63,HoursWorkedPerWeek,,,,,,0,0,0,0,HoursWorkedPerWeek++++++0+0+0+0
64,HoursWorkedPerWeek,C(PartTimeFullTime),,,,,0,0,0,0,HoursWorkedPerWeek+C(PartTimeFullTime)+++++0+0+0+0
65,HoursWorkedPerWeek,C(Gender),,,,,0,0,0,0,HoursWorkedPerWeek+C(Gender)+++++0+0+0+0
66,HoursWorkedPerWeek,C(Gender),C(PartTimeFullTime),,,,0,0,0,0,HoursWorkedPerWeek+C(Gender)+C(PartTimeFullTime)++++0+0+0+0
67,HoursWorkedPerWeek,C(MaritalStatus),,,,,0,0,0,0,HoursWorkedPerWeek+C(MaritalStatus)+++++0+0+0+0
68,HoursWorkedPerWeek,C(MaritalStatus),C(PartTimeFullTime),,,,0,0,0,0,HoursWorkedPerWeek+C(MaritalStatus)+C(PartTimeFullTime)++++0+0+0+0
69,HoursWorkedPerWeek,C(MaritalStatus),C(Gender),,,,0,0,0,0,HoursWorkedPerWeek+C(MaritalStatus)+C(Gender)++++0+0+0+0
70,HoursWorkedPerWeek,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+++0+0+0+0
71,HoursWorkedPerWeek,DependentChildren,,,,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+++++0+0+0+0
72,HoursWorkedPerWeek,DependentChildren,C(PartTimeFullTime),,,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(PartTimeFullTime)++++0+0+0+0
73,HoursWorkedPerWeek,DependentChildren,C(Gender),,,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(Gender)++++0+0+0+0
74,HoursWorkedPerWeek,DependentChildren,C(Gender),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(Gender)+C(PartTimeFullTime)+++0+0+0+0
75,HoursWorkedPerWeek,DependentChildren,C(MaritalStatus),,,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(MaritalStatus)++++0+0+0+0
76,HoursWorkedPerWeek,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)+++0+0+0+0
77,HoursWorkedPerWeek,DependentChildren,C(MaritalStatus),C(Gender),,,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(Gender)+++0+0+0+0
78,HoursWorkedPerWeek,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)++0+0+0+0
79,HoursWorkedPerWeek,DependentsOther,,,,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+++++0+0+0+0
80,HoursWorkedPerWeek,DependentsOther,C(PartTimeFullTime),,,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(PartTimeFullTime)++++0+0+0+0
81,HoursWorkedPerWeek,DependentsOther,C(Gender),,,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(Gender)++++0+0+0+0
82,HoursWorkedPerWeek,DependentsOther,C(Gender),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(Gender)+C(PartTimeFullTime)+++0+0+0+0
83,HoursWorkedPerWeek,DependentsOther,C(MaritalStatus),,,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(MaritalStatus)++++0+0+0+0
84,HoursWorkedPerWeek,DependentsOther,C(MaritalStatus),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(PartTimeFullTime)+++0+0+0+0
85,HoursWorkedPerWeek,DependentsOther,C(MaritalStatus),C(Gender),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(Gender)+++0+0+0+0
86,HoursWorkedPerWeek,DependentsOther,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)++0+0+0+0
87,HoursWorkedPerWeek,DependentsOther,DependentChildren,,,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren++++0+0+0+0
88,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(PartTimeFullTime)+++0+0+0+0
89,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(Gender),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(Gender)+++0+0+0+0
90,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(Gender)+C(PartTimeFullTime)++0+0+0+0
91,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),,,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)+++0+0+0+0
92,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)++0+0+0+0
93,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),,0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)++0+0+0+0
94,HoursWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,HoursWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0
95,HoursWorkedPerWeek,WeeklyWages,,,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+++++0+0+0+0
96,HoursWorkedPerWeek,WeeklyWages,C(PartTimeFullTime),,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(PartTimeFullTime)++++0+0+0+0
97,HoursWorkedPerWeek,WeeklyWages,C(Gender),,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(Gender)++++0+0+0+0
98,HoursWorkedPerWeek,WeeklyWages,C(Gender),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(Gender)+C(PartTimeFullTime)+++0+0+0+0
99,HoursWorkedPerWeek,WeeklyWages,C(MaritalStatus),,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(MaritalStatus)++++0+0+0+0
100,HoursWorkedPerWeek,WeeklyWages,C(MaritalStatus),C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(MaritalStatus)+C(PartTimeFullTime)+++0+0+0+0
101,HoursWorkedPerWeek,WeeklyWages,C(MaritalStatus),C(Gender),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(MaritalStatus)+C(Gender)+++0+0+0+0
102,HoursWorkedPerWeek,WeeklyWages,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)++0+0+0+0
103,HoursWorkedPerWeek,WeeklyWages,DependentChildren,,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren++++0+0+0+0
104,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(PartTimeFullTime)+++0+0+0+0
105,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(Gender),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(Gender)+++0+0+0+0
106,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(Gender)+C(PartTimeFullTime)++0+0+0+0
107,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(MaritalStatus),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(MaritalStatus)+++0+0+0+0
108,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)++0+0+0+0
109,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(MaritalStatus),C(Gender),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(MaritalStatus)+C(Gender)++0+0+0+0
110,HoursWorkedPerWeek,WeeklyWages,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0
111,HoursWorkedPerWeek,WeeklyWages,DependentsOther,,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther++++0+0+0+0
112,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(PartTimeFullTime),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(PartTimeFullTime)+++0+0+0+0
113,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(Gender),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(Gender)+++0+0+0+0
114,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(Gender),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(Gender)+C(PartTimeFullTime)++0+0+0+0
115,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(MaritalStatus),,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(MaritalStatus)+++0+0+0+0
116,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(MaritalStatus),C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(MaritalStatus)+C(PartTimeFullTime)++0+0+0+0
117,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(MaritalStatus),C(Gender),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(MaritalStatus)+C(Gender)++0+0+0+0
118,HoursWorkedPerWeek,WeeklyWages,DependentsOther,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0+0
119,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,,,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+++0+0+0+0
120,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(PartTimeFullTime),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(PartTimeFullTime)++0+0+0+0
121,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(Gender),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(Gender)++0+0+0+0
122,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(Gender),C(PartTimeFullTime),0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(Gender)+C(PartTimeFullTime)+0+0+0+0
123,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),,0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)++0+0+0+0
124,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)+0+0+0+0
125,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),0,0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+0+0+0+0
126,HoursWorkedPerWeek,WeeklyWages,DependentsOther,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),0,0,0,HoursWorkedPerWeek+WeeklyWages+DependentsOther+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+0+0+0
127,DaysWorkedPerWeek,,,,,,,0,0,0,DaysWorkedPerWeek+++++++0+0+0
128,DaysWorkedPerWeek,C(PartTimeFullTime),,,,,,0,0,0,DaysWorkedPerWeek+C(PartTimeFullTime)++++++0+0+0
129,DaysWorkedPerWeek,C(Gender),,,,,,0,0,0,DaysWorkedPerWeek+C(Gender)++++++0+0+0
130,DaysWorkedPerWeek,C(Gender),C(PartTimeFullTime),,,,,0,0,0,DaysWorkedPerWeek+C(Gender)+C(PartTimeFullTime)+++++0+0+0
131,DaysWorkedPerWeek,C(MaritalStatus),,,,,,0,0,0,DaysWorkedPerWeek+C(MaritalStatus)++++++0+0+0
132,DaysWorkedPerWeek,C(MaritalStatus),C(PartTimeFullTime),,,,,0,0,0,DaysWorkedPerWeek+C(MaritalStatus)+C(PartTimeFullTime)+++++0+0+0
133,DaysWorkedPerWeek,C(MaritalStatus),C(Gender),,,,,0,0,0,DaysWorkedPerWeek+C(MaritalStatus)+C(Gender)+++++0+0+0
134,DaysWorkedPerWeek,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)++++0+0+0
135,DaysWorkedPerWeek,DependentChildren,,,,,,0,0,0,DaysWorkedPerWeek+DependentChildren++++++0+0+0
136,DaysWorkedPerWeek,DependentChildren,C(PartTimeFullTime),,,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(PartTimeFullTime)+++++0+0+0
137,DaysWorkedPerWeek,DependentChildren,C(Gender),,,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(Gender)+++++0+0+0
138,DaysWorkedPerWeek,DependentChildren,C(Gender),C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(Gender)+C(PartTimeFullTime)++++0+0+0
139,DaysWorkedPerWeek,DependentChildren,C(MaritalStatus),,,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(MaritalStatus)+++++0+0+0
140,DaysWorkedPerWeek,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)++++0+0+0
141,DaysWorkedPerWeek,DependentChildren,C(MaritalStatus),C(Gender),,,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(Gender)++++0+0+0
142,DaysWorkedPerWeek,DependentChildren,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,,0,0,0,DaysWorkedPerWeek+DependentChildren+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+++0+0+0
143,DaysWorkedPerWeek,DependentsOther,,,,,,0,0,0,DaysWorkedPerWeek+DependentsOther++++++0+0+0
144,DaysWorkedPerWeek,DependentsOther,C(PartTimeFullTime),,,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(PartTimeFullTime)+++++0+0+0
145,DaysWorkedPerWeek,DependentsOther,C(Gender),,,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(Gender)+++++0+0+0
146,DaysWorkedPerWeek,DependentsOther,C(Gender),C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(Gender)+C(PartTimeFullTime)++++0+0+0
147,DaysWorkedPerWeek,DependentsOther,C(MaritalStatus),,,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(MaritalStatus)+++++0+0+0
148,DaysWorkedPerWeek,DependentsOther,C(MaritalStatus),C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(PartTimeFullTime)++++0+0+0
149,DaysWorkedPerWeek,DependentsOther,C(MaritalStatus),C(Gender),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(Gender)++++0+0+0
150,DaysWorkedPerWeek,DependentsOther,C(MaritalStatus),C(Gender),C(PartTimeFullTime),,,0,0,0,DaysWorkedPerWeek+DependentsOther+C(MaritalStatus)+C(Gender)+C(PartTimeFullTime)+++0+0+0
151,DaysWorkedPerWeek,DependentsOther,DependentChildren,,,,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+++++0+0+0
152,DaysWorkedPerWeek,DependentsOther,DependentChildren,C(PartTimeFullTime),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+C(PartTimeFullTime)++++0+0+0
153,DaysWorkedPerWeek,DependentsOther,DependentChildren,C(Gender),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+C(Gender)++++0+0+0
154,DaysWorkedPerWeek,DependentsOther,DependentChildren,C(Gender),C(PartTimeFullTime),,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+C(Gender)+C(PartTimeFullTime)+++0+0+0
155,DaysWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),,,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)++++0+0+0
156,DaysWorkedPerWeek,DependentsOther,DependentChildren,C(MaritalStatus),C(PartTimeFullTime),,,0,0,0,DaysWorkedPerWeek+DependentsOther+DependentChildren+C(MaritalStatus)+C(PartTimeFullTime)+++0+0+0
